Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
2238,State Providence College,2.42,Bachelors,New York,N/A,0.0,0,0.0,0,Hardware Engineer,05/20,04/21,Hardware Engineer,03/17,04/21,Hardware Engineer,07/16,11/19
2239,UCLA,3.09,PhD,Las Vegas,F,0.0,0,N/A,3,Software Engineer,08/19,09/22,Data Analyst,08/18,09/21,Quantitative Analyst,11/16,10/17
2240,Providence University,3.03,PhD,Las Vegas,M,N/A,0,N/A,0,Hardware Engineer,01/20,03/21,Software Engineer,01/17,10/20,Research Scientist,04/16,03/18
2241,University of Rhode Island,3.11,Bachelors,Chicago,N/A,N/A,0,N/A,4,Hardware Engineer,08/20,02/21,Machine Learning Engineer,03/17,03/21,Quantitative Analyst,04/14,05/18
2242,Northeastern University,3.04,PhD,Philadelphia,N/A,N/A,0,0.0,4,Data Scientist,02/19,01/21,Research Scientist,06/18,07/21,Software Tester,05/15,11/18
2243,Providence School,2.36,PhD,Washington,N/A,N/A,0,1.0,0,Software Tester,08/19,09/21,Software Engineer,10/18,02/21,Software Engineer,08/14,01/19
2244,Bryant University,2.59,Bachelors,Boston,N/A,N/A,0,0.0,0,Quantitative Analyst,08/20,05/22,Machine Learning Engineer,03/17,03/20,Hardware Engineer,11/16,04/17
2245,Bryant University,2.64,Masters,Los Angeles,F,N/A,0,N/A,1,Software Engineer,05/19,06/21,Hardware Engineer,10/18,07/20,Data Analyst,10/15,04/18
2246,Providence State University,2.88,Masters,Philadelphia,F,1.0,0,1.0,4,Data Scientist,07/20,05/23,Data Scientist,03/17,07/21,Software Engineer,11/15,07/19
2247,Brown University,2.72,Bachelors,Las Vegas,N/A,0.0,0,N/A,1,Data Scientist,11/19,11/22,Software Engineer,06/18,04/21,Hardware Engineer,05/15,02/17
2248,Boston University,1.04,Masters,New York,F,1.0,0,N/A,3,Hardware Engineer,07/20,07/22,Software Engineer,10/17,01/21,Software Tester,04/16,10/19
2249,Providence State University,1.36,Masters,New York,N/A,0.0,0,1.0,4,Data Analyst,02/19,11/23,Software Engineer,09/18,05/20,Quantitative Analyst,10/15,04/17
2250,Northeastern University,1.65,Masters,Los Angeles,N/A,1.0,0,0.0,3,Software Tester,06/20,05/22,Machine Learning Engineer,03/17,11/21,Software Engineer,10/16,02/18
2251,Boston College,1.55,Bachelors,Las Vegas,M,N/A,0,1.0,1,Research Scientist,06/19,01/22,Software Engineer,04/17,09/21,Data Scientist,08/14,12/17
2252,Boston College,1.7,Masters,Chicago,F,N/A,1,0.0,2,Research Scientist,03/19,04/23,Machine Learning Engineer,05/17,01/19,Data Analyst,03/14,11/17
2253,Bryant University,3.72,Bachelors,Las Vegas,M,0.0,0,N/A,0,Machine Learning Engineer,08/19,12/21,Software Engineer,02/17,03/21,Machine Learning Engineer,04/16,11/19
2254,Brown University,2.17,PhD,Miami,F,N/A,0,1.0,4,Hardware Engineer,04/19,11/22,Software Engineer,12/16,08/19,Research Scientist,04/15,09/19
2255,Boston College,1.4,PhD,New York,N/A,0.0,0,N/A,3,Data Analyst,09/19,06/21,Hardware Engineer,12/17,03/21,Machine Learning Engineer,11/15,01/19
2256,Providence College,1.66,Bachelors,Washington,M,N/A,0,0.0,2,Research Scientist,09/20,03/23,Machine Learning Engineer,05/18,02/20,Machine Learning Engineer,02/15,04/19
2257,Brown University,1.3,PhD,Washington,N/A,N/A,0,N/A,1,Hardware Engineer,10/20,02/22,Quantitative Analyst,08/18,10/20,Software Engineer,01/15,09/18
2258,Northeastern University,2.88,Masters,Los Angeles,M,N/A,0,0.0,4,Data Scientist,04/20,06/22,Data Scientist,10/17,05/21,Software Engineer,08/16,12/18
2259,State Providence College,2.43,Bachelors,Las Vegas,F,0.0,0,N/A,0,Research Scientist,11/19,12/22,Machine Learning Engineer,07/18,02/21,Data Scientist,04/16,07/17
2260,Providence State University,2.49,PhD,Boston,F,0.0,0,N/A,1,Software Engineer,08/19,09/21,Data Analyst,10/17,09/20,Software Tester,09/15,04/18
2261,UCSB,3.68,Masters,Los Angeles,M,0.0,0,0.0,3,Data Scientist,03/19,01/23,Data Analyst,03/18,04/21,Data Scientist,04/15,12/17
2262,Providence School,3.95,PhD,Los Angeles,N/A,N/A,0,1.0,0,Software Tester,05/20,07/23,Software Engineer,08/17,05/21,Machine Learning Engineer,08/14,01/18
2263,Providence State University,3.6,PhD,Boston,M,N/A,0,0.0,2,Machine Learning Engineer,09/20,04/21,Research Scientist,07/17,12/19,Research Scientist,05/16,05/19
2264,Brown University,3.76,Masters,Boston,M,N/A,0,N/A,4,Research Scientist,09/19,05/22,Software Tester,11/18,07/19,Machine Learning Engineer,09/16,08/19
2265,University of Rhode Island,3.73,Bachelors,Las Vegas,M,0.0,0,N/A,3,Hardware Engineer,08/20,07/21,Machine Learning Engineer,10/17,02/19,Research Scientist,10/14,03/17
2266,University of Rhode Island,2.76,PhD,Washington,M,N/A,0,N/A,3,Quantitative Analyst,01/20,03/22,Machine Learning Engineer,02/18,06/21,Software Engineer,07/15,12/18
2267,UCSB,3.82,PhD,Boston,N/A,N/A,1,1.0,2,Software Tester,12/18,11/23,Hardware Engineer,04/18,08/21,Research Scientist,09/16,06/19
2268,Bryant University,3.62,PhD,Chicago,M,0.0,0,0.0,2,Hardware Engineer,08/20,03/23,Machine Learning Engineer,01/18,06/21,Software Tester,11/14,03/18
2269,Brown University,2.19,Bachelors,Washington,M,N/A,0,0.0,1,Data Analyst,03/19,02/21,Research Scientist,03/17,10/20,Software Tester,08/14,11/17
2270,Boston College,2.93,PhD,Los Angeles,N/A,N/A,0,N/A,4,Software Tester,06/20,09/23,Quantitative Analyst,05/17,12/19,Hardware Engineer,08/15,05/17
2271,Providence School,3.35,Bachelors,Miami,N/A,0.0,0,1.0,2,Machine Learning Engineer,08/19,03/22,Data Analyst,12/16,04/21,Software Engineer,06/14,05/17
2272,Bryant University,3.53,Masters,Miami,F,1.0,0,1.0,3,Research Scientist,12/19,03/23,Software Engineer,01/17,03/19,Hardware Engineer,01/15,04/19
2273,Providence School,3.43,Masters,Miami,N/A,N/A,0,N/A,0,Machine Learning Engineer,08/19,02/21,Hardware Engineer,08/17,03/21,Software Tester,07/15,08/19
2274,Columbia University,3.68,PhD,Providence,F,0.0,0,1.0,0,Software Tester,06/20,11/21,Software Tester,07/18,03/21,Quantitative Analyst,04/16,02/19
2275,UCLA,3.38,PhD,Chicago,M,1.0,0,0.0,4,Data Scientist,09/20,02/22,Software Tester,06/17,03/19,Machine Learning Engineer,06/15,03/17
2276,University of Rhode Island,2.59,PhD,Los Angeles,F,N/A,0,0.0,2,Data Scientist,09/19,09/23,Research Scientist,01/17,04/20,Quantitative Analyst,11/16,10/18
2277,Boston University,1.88,Bachelors,Providence,M,1.0,1,1.0,2,Software Engineer,03/19,03/23,Research Scientist,12/17,10/19,Data Analyst,12/14,06/17
2278,University of Rhode Island,3.95,Bachelors,Providence,M,0.0,0,1.0,1,Data Analyst,07/19,10/21,Data Analyst,10/17,01/19,Hardware Engineer,01/14,04/17
2279,Harvard University,2.34,Masters,Las Vegas,F,N/A,0,N/A,0,Research Scientist,09/20,09/23,Data Scientist,02/17,10/21,Software Tester,10/14,03/19
2280,University of Rhode Island,1.13,PhD,New York,N/A,N/A,0,N/A,2,Hardware Engineer,04/19,12/21,Software Engineer,05/17,08/20,Quantitative Analyst,07/15,12/18
2281,University of Rhode Island,1.63,PhD,Chicago,F,N/A,0,N/A,2,Hardware Engineer,01/20,12/22,Data Scientist,02/17,05/20,Research Scientist,05/14,01/18
2282,Brown University,1.75,Masters,Boston,F,0.0,0,N/A,3,Software Tester,12/19,07/21,Software Engineer,06/18,05/19,Software Tester,10/16,01/18
2283,UC Berkeley,3.42,Bachelors,Boston,N/A,0.0,0,1.0,3,Data Scientist,11/19,03/22,Data Analyst,10/17,07/19,Quantitative Analyst,10/15,04/18
2284,Brown University,2.82,Bachelors,Los Angeles,M,N/A,0,0.0,1,Software Engineer,03/19,10/23,Data Analyst,05/17,07/20,Software Tester,04/14,05/17
2285,Providence University,1.84,Masters,San Francisco,N/A,1.0,0,0.0,3,Quantitative Analyst,02/20,03/21,Research Scientist,01/17,01/21,Software Engineer,01/16,04/17
2286,Providence State University,1.15,Masters,Los Angeles,M,N/A,0,1.0,0,Data Analyst,05/19,04/23,Research Scientist,11/18,04/20,Research Scientist,11/15,04/19
2287,Providence University,1.16,PhD,New York,F,N/A,0,0.0,4,Data Scientist,03/19,12/22,Data Analyst,04/17,10/21,Software Tester,10/14,10/19
2288,Columbia University,2.84,Bachelors,Las Vegas,N/A,0.0,0,1.0,0,Data Scientist,03/19,01/21,Research Scientist,12/17,08/21,Machine Learning Engineer,06/14,05/17
2289,MIT,1.8,PhD,Providence,N/A,0.0,0,0.0,1,Software Engineer,12/19,09/21,Data Scientist,01/18,06/21,Hardware Engineer,01/15,05/18
2290,Bryant University,1.11,PhD,Washington,F,N/A,0,N/A,4,Data Scientist,10/20,01/22,Research Scientist,07/18,06/21,Software Engineer,08/14,04/17
2291,UCSB,2.81,PhD,Los Angeles,M,1.0,1,N/A,2,Hardware Engineer,04/20,07/23,Software Tester,02/17,06/19,Data Scientist,01/15,04/17
2292,State Providence College,2.88,Masters,New York,F,0.0,0,1.0,4,Data Scientist,07/20,07/22,Hardware Engineer,12/16,06/21,Research Scientist,09/16,02/17
2293,Harvard University,2.43,Bachelors,Miami,F,0.0,0,1.0,3,Data Analyst,08/20,07/22,Quantitative Analyst,06/17,12/20,Data Scientist,11/15,08/19
2294,Providence State University,1.23,Masters,Los Angeles,F,N/A,0,N/A,1,Hardware Engineer,07/20,08/21,Software Tester,12/17,01/20,Hardware Engineer,12/13,11/17
2295,UCLA,3.99,Bachelors,Los Angeles,F,N/A,0,1.0,1,Data Scientist,04/20,07/22,Machine Learning Engineer,01/18,08/20,Software Engineer,01/16,09/19
2296,MIT,3.89,Masters,New York,N/A,0.0,0,N/A,0,Hardware Engineer,12/19,07/21,Software Tester,09/17,03/19,Software Tester,08/16,09/17
2297,UCLA,3.18,Bachelors,Chicago,N/A,0.0,0,0.0,2,Data Analyst,07/20,11/22,Hardware Engineer,08/17,09/21,Machine Learning Engineer,01/16,02/18
2298,Providence University,2.43,Bachelors,Boston,N/A,0.0,0,0.0,2,Software Engineer,02/19,02/23,Machine Learning Engineer,09/17,02/19,Data Analyst,08/14,06/19
2299,State Providence College,3.64,PhD,Washington,N/A,1.0,0,0.0,4,Software Engineer,11/19,08/23,Software Tester,11/17,10/20,Data Scientist,07/15,08/17
2300,Northeastern University,1.23,Masters,Miami,N/A,0.0,0,1.0,2,Software Engineer,07/20,08/23,Data Scientist,05/18,04/21,Data Scientist,12/13,07/17
2301,Northeastern University,2.8,PhD,Chicago,N/A,N/A,1,1.0,2,Hardware Engineer,07/19,12/21,Software Engineer,05/18,02/21,Quantitative Analyst,10/15,04/17
2302,Providence State University,1.31,Bachelors,Washington,M,0.0,0,N/A,3,Quantitative Analyst,07/20,11/22,Software Tester,08/18,06/21,Hardware Engineer,12/15,03/18
2303,Providence University,2.12,PhD,Washington,M,1.0,0,N/A,4,Research Scientist,09/19,10/23,Quantitative Analyst,06/18,03/21,Data Analyst,08/14,05/19
2304,Providence State University,3.46,PhD,Boston,M,N/A,0,0.0,4,Software Tester,06/20,10/22,Machine Learning Engineer,10/17,05/21,Data Analyst,08/14,10/17
2305,Boston University,1.61,Masters,Philadelphia,F,1.0,0,0.0,4,Data Scientist,09/20,01/22,Machine Learning Engineer,05/18,12/19,Hardware Engineer,08/14,08/18
2306,Providence University,3.6,Bachelors,Los Angeles,N/A,1.0,0,0.0,2,Data Scientist,04/19,09/22,Quantitative Analyst,07/17,02/20,Data Analyst,06/16,05/18
2307,Brown University,1.41,Bachelors,Boston,N/A,N/A,0,1.0,3,Research Scientist,02/20,10/23,Software Engineer,11/17,06/20,Data Scientist,06/14,11/18
2308,Bryant University,3.04,Masters,Los Angeles,F,1.0,0,N/A,1,Research Scientist,06/20,11/22,Machine Learning Engineer,03/18,04/21,Quantitative Analyst,11/16,11/19
2309,Northeastern University,1.02,Bachelors,Chicago,F,1.0,0,N/A,0,Software Tester,06/20,04/22,Data Scientist,06/17,11/19,Machine Learning Engineer,04/16,02/17
2310,Northeastern University,2.78,Bachelors,Boston,N/A,N/A,0,N/A,0,Research Scientist,03/19,11/21,Quantitative Analyst,12/17,01/19,Data Scientist,11/15,06/18
2311,Boston College,1.73,Masters,Las Vegas,M,1.0,0,1.0,4,Data Scientist,12/18,11/21,Hardware Engineer,02/17,02/21,Research Scientist,04/15,07/19
2312,Providence College,2.38,PhD,San Francisco,F,1.0,0,1.0,2,Quantitative Analyst,10/19,10/23,Research Scientist,07/18,07/21,Software Engineer,04/14,10/17
2313,Providence School,1.08,Masters,New York,N/A,N/A,1,0.0,3,Data Scientist,01/20,01/23,Quantitative Analyst,07/18,08/21,Data Analyst,01/16,08/18
2314,UCLA,2.76,Bachelors,Los Angeles,F,N/A,0,N/A,3,Software Tester,01/19,12/22,Software Engineer,12/17,11/20,Machine Learning Engineer,08/15,02/19
2315,Providence State University,3.44,PhD,New York,M,0.0,0,0.0,1,Software Engineer,03/20,09/22,Quantitative Analyst,05/18,08/19,Software Engineer,08/15,05/19
2316,Bryant University,3.91,Bachelors,Philadelphia,N/A,N/A,1,0.0,0,Software Tester,07/19,10/21,Quantitative Analyst,06/17,03/20,Software Engineer,11/16,05/18
2317,Brown University,3.08,Bachelors,Chicago,F,1.0,0,N/A,0,Software Tester,06/20,04/23,Research Scientist,08/17,04/20,Data Analyst,05/16,07/17
2318,Bryant University,1.29,Bachelors,Providence,N/A,N/A,0,1.0,3,Quantitative Analyst,05/20,09/22,Machine Learning Engineer,11/17,05/21,Research Scientist,06/16,08/18
2319,University of Rhode Island,1.09,Bachelors,Providence,N/A,N/A,1,0.0,2,Research Scientist,12/18,04/22,Quantitative Analyst,05/18,11/19,Hardware Engineer,11/14,06/18
2320,Boston College,3.73,Bachelors,Las Vegas,N/A,1.0,0,0.0,0,Hardware Engineer,01/19,06/22,Data Scientist,09/17,01/19,Hardware Engineer,06/14,08/19
2321,Boston University,1.51,PhD,Chicago,F,0.0,0,1.0,0,Machine Learning Engineer,06/19,05/23,Research Scientist,09/17,06/21,Software Tester,07/16,06/17
2322,Brown University,3.22,Masters,Miami,F,1.0,1,1.0,0,Data Scientist,08/20,03/22,Software Tester,06/17,12/19,Software Engineer,08/15,05/18
2323,Northeastern University,3.15,PhD,Providence,F,0.0,0,N/A,2,Data Scientist,10/19,07/21,Software Engineer,02/17,09/20,Data Analyst,12/14,04/18
2324,Providence University,1.08,Bachelors,Washington,F,N/A,0,N/A,4,Data Scientist,05/20,05/22,Data Analyst,10/17,08/20,Hardware Engineer,02/15,10/17
2325,UCLA,1.66,Masters,San Francisco,M,N/A,0,1.0,3,Hardware Engineer,07/20,03/21,Machine Learning Engineer,02/18,08/19,Software Tester,02/14,08/18
2326,Columbia University,3.11,Masters,Miami,N/A,N/A,0,1.0,3,Machine Learning Engineer,04/20,05/22,Software Tester,05/18,11/20,Machine Learning Engineer,01/14,11/18
2327,UCSB,1.31,Bachelors,Las Vegas,F,1.0,0,1.0,0,Machine Learning Engineer,10/20,09/22,Research Scientist,05/18,07/21,Software Tester,05/14,08/18
2328,Providence University,1.49,PhD,Providence,M,N/A,0,1.0,1,Quantitative Analyst,10/20,04/21,Research Scientist,08/17,03/19,Software Engineer,04/15,09/17
2329,UC Berkeley,3.23,Bachelors,Providence,M,N/A,0,N/A,3,Data Analyst,10/20,05/22,Quantitative Analyst,01/17,09/19,Data Analyst,01/14,04/19
2330,University of Rhode Island,1.63,PhD,Washington,M,N/A,0,0.0,0,Hardware Engineer,06/19,05/21,Quantitative Analyst,12/17,05/20,Machine Learning Engineer,05/14,02/19
2331,Brown University,1.39,PhD,Washington,M,N/A,0,0.0,4,Hardware Engineer,04/20,11/23,Machine Learning Engineer,05/17,03/19,Machine Learning Engineer,06/15,02/19
2332,University of Rhode Island,1.44,Masters,Chicago,M,0.0,0,0.0,3,Hardware Engineer,11/19,03/22,Data Scientist,05/17,07/19,Software Tester,11/15,01/18
2333,UCSB,3.79,Bachelors,Boston,F,0.0,0,N/A,4,Hardware Engineer,09/20,09/22,Hardware Engineer,01/18,12/19,Quantitative Analyst,09/14,06/19
2334,Northeastern University,3.95,Masters,Washington,M,1.0,0,1.0,2,Hardware Engineer,05/20,12/22,Software Tester,12/16,02/19,Machine Learning Engineer,05/14,11/18
2335,Harvard University,2.02,Bachelors,Los Angeles,F,1.0,0,0.0,3,Data Scientist,06/20,12/21,Quantitative Analyst,08/18,11/19,Data Analyst,09/15,02/19
2336,Providence State University,1.87,Masters,Providence,M,N/A,0,0.0,0,Data Analyst,09/19,06/21,Software Tester,08/18,06/20,Software Engineer,06/16,10/18
2337,UC Berkeley,2.05,PhD,Los Angeles,N/A,0.0,0,1.0,4,Machine Learning Engineer,12/19,07/21,Software Tester,05/17,08/21,Software Engineer,02/16,02/19
2338,Bryant University,2.65,Bachelors,Providence,N/A,0.0,0,0.0,2,Data Analyst,03/19,01/23,Data Scientist,12/16,06/21,Data Scientist,06/14,06/19
2339,Providence School,2.15,PhD,Philadelphia,F,1.0,1,1.0,1,Software Tester,06/20,09/21,Quantitative Analyst,06/17,10/20,Quantitative Analyst,06/15,09/17
2340,State Providence College,2.81,Bachelors,Las Vegas,F,0.0,0,0.0,2,Data Scientist,09/19,01/23,Quantitative Analyst,02/18,03/19,Research Scientist,07/15,10/17
2341,Providence University,2.45,Bachelors,Philadelphia,N/A,0.0,0,0.0,3,Software Engineer,11/20,08/21,Data Scientist,11/18,06/21,Software Tester,04/15,03/18
2342,Bryant University,2.4,PhD,Miami,N/A,0.0,0,0.0,2,Data Analyst,05/20,11/23,Machine Learning Engineer,06/17,01/19,Quantitative Analyst,10/15,09/17
2343,Northeastern University,2.5,Bachelors,Washington,F,N/A,0,1.0,2,Hardware Engineer,02/19,06/23,Data Scientist,10/18,03/21,Software Engineer,09/15,09/18
2344,Boston College,3.53,Masters,Chicago,F,1.0,0,0.0,2,Software Engineer,05/20,06/21,Hardware Engineer,11/17,04/19,Quantitative Analyst,04/16,10/18
2345,Columbia University,1.25,Bachelors,Miami,N/A,N/A,0,N/A,1,Quantitative Analyst,02/20,06/21,Software Tester,04/17,07/20,Research Scientist,08/14,12/17
2346,Brown University,1.54,Masters,Los Angeles,F,0.0,1,1.0,2,Hardware Engineer,12/18,07/22,Quantitative Analyst,04/17,07/19,Research Scientist,03/15,06/18
2347,Boston College,2.58,Bachelors,Los Angeles,M,N/A,0,1.0,3,Data Scientist,06/20,10/23,Software Engineer,04/17,07/21,Software Engineer,08/16,08/17
2348,Providence University,1.42,Bachelors,Boston,N/A,1.0,0,N/A,0,Quantitative Analyst,07/20,06/22,Data Analyst,05/18,01/21,Software Engineer,07/14,06/17
2349,MIT,3.19,Masters,Chicago,N/A,0.0,0,N/A,4,Hardware Engineer,05/19,10/23,Machine Learning Engineer,10/17,04/21,Data Scientist,12/13,08/17
2350,Providence University,3.33,Bachelors,Providence,N/A,N/A,1,N/A,0,Data Scientist,03/19,04/22,Machine Learning Engineer,04/17,06/19,Research Scientist,08/15,03/19
2351,State Providence College,2.62,Bachelors,Miami,F,0.0,0,1.0,2,Hardware Engineer,02/19,04/21,Quantitative Analyst,03/17,09/21,Software Engineer,07/15,02/18
2352,UCSB,1.15,PhD,New York,M,N/A,0,N/A,0,Data Analyst,04/19,06/22,Data Scientist,01/18,04/21,Machine Learning Engineer,07/16,01/19
2353,UCSB,3.9,Bachelors,Providence,M,1.0,0,N/A,2,Software Engineer,12/19,03/22,Machine Learning Engineer,01/17,08/21,Software Engineer,05/14,02/19
2354,Providence College,1.35,PhD,Chicago,M,N/A,0,1.0,0,Machine Learning Engineer,09/20,01/22,Data Analyst,06/18,08/19,Data Analyst,12/13,08/17
2355,Harvard University,1.23,PhD,Providence,F,0.0,0,1.0,0,Data Analyst,12/19,04/23,Quantitative Analyst,12/16,03/21,Machine Learning Engineer,07/15,12/18
2356,Bryant University,1.74,Masters,San Francisco,N/A,0.0,0,0.0,0,Data Scientist,07/19,04/22,Hardware Engineer,09/18,06/20,Research Scientist,07/15,04/19
2357,Providence State University,1.39,Bachelors,San Francisco,M,N/A,0,N/A,2,Software Engineer,04/19,02/23,Hardware Engineer,06/18,08/19,Data Analyst,07/15,01/17
2358,UC Berkeley,3.53,Masters,Boston,F,1.0,0,0.0,0,Quantitative Analyst,10/20,05/22,Hardware Engineer,06/17,09/21,Software Tester,04/14,12/18
2359,UC Berkeley,3.52,PhD,New York,M,0.0,0,N/A,4,Quantitative Analyst,10/20,08/23,Data Analyst,11/18,04/20,Software Tester,09/15,11/19
2360,Providence School,1.66,Bachelors,Washington,F,1.0,0,0.0,4,Quantitative Analyst,07/19,01/22,Research Scientist,03/18,02/19,Machine Learning Engineer,11/15,03/17
2361,Columbia University,3.32,PhD,Chicago,N/A,1.0,0,1.0,1,Software Tester,09/20,07/23,Software Tester,12/16,10/19,Machine Learning Engineer,07/15,10/17
2362,Harvard University,1.01,Bachelors,Washington,N/A,0.0,0,0.0,4,Data Analyst,02/19,06/22,Hardware Engineer,10/18,05/21,Quantitative Analyst,11/15,01/17
2363,Northeastern University,1.48,PhD,Chicago,F,N/A,0,N/A,2,Machine Learning Engineer,03/19,10/22,Machine Learning Engineer,03/18,03/20,Research Scientist,04/14,07/18
2364,MIT,3.46,Bachelors,Philadelphia,M,1.0,0,N/A,3,Hardware Engineer,03/20,01/21,Research Scientist,03/18,01/20,Quantitative Analyst,07/16,02/19
2365,UCSB,3.78,Masters,Providence,N/A,0.0,0,N/A,3,Data Scientist,03/19,05/21,Data Scientist,12/16,04/19,Research Scientist,11/14,06/17
2366,Providence State University,3.37,PhD,Philadelphia,N/A,1.0,0,0.0,3,Software Tester,05/20,03/22,Data Scientist,07/18,02/21,Software Engineer,12/13,04/18
2367,UCLA,1.58,Bachelors,Las Vegas,F,N/A,0,N/A,1,Software Tester,06/19,04/22,Software Tester,11/18,09/19,Quantitative Analyst,06/15,08/19
2368,Boston University,1.65,Bachelors,Los Angeles,M,N/A,0,N/A,2,Hardware Engineer,04/19,10/23,Quantitative Analyst,06/17,07/21,Data Analyst,03/15,05/19
2369,UCSB,1.6,Masters,New York,N/A,0.0,1,N/A,0,Hardware Engineer,10/19,11/22,Software Tester,09/18,08/21,Data Analyst,09/14,04/19
2370,Providence University,2.63,Masters,Miami,F,1.0,0,N/A,3,Research Scientist,10/20,09/22,Data Analyst,02/17,03/21,Hardware Engineer,07/14,12/18
2371,Bryant University,1.47,PhD,Miami,N/A,N/A,1,N/A,4,Research Scientist,12/19,01/22,Software Engineer,10/18,12/20,Research Scientist,12/14,02/17
2372,Bryant University,1.91,PhD,San Francisco,M,N/A,0,1.0,1,Quantitative Analyst,03/20,05/23,Machine Learning Engineer,07/18,06/19,Machine Learning Engineer,09/16,08/17
2373,Providence State University,1.61,Bachelors,New York,N/A,1.0,0,1.0,4,Software Tester,11/19,11/22,Hardware Engineer,04/18,09/20,Machine Learning Engineer,02/16,09/17
2374,UCSB,2.6,Masters,Washington,N/A,N/A,0,0.0,1,Research Scientist,07/19,04/23,Machine Learning Engineer,09/18,01/20,Software Engineer,04/16,07/19
2375,State Providence College,3.54,Bachelors,Los Angeles,N/A,1.0,0,1.0,3,Hardware Engineer,04/19,02/21,Hardware Engineer,06/18,05/19,Quantitative Analyst,05/15,06/18
2376,Providence State University,3.1,PhD,Las Vegas,F,N/A,0,N/A,2,Hardware Engineer,08/19,10/22,Data Scientist,06/17,02/19,Data Analyst,12/14,07/19
2377,Harvard University,3.25,PhD,New York,M,0.0,0,N/A,3,Software Engineer,04/20,02/22,Hardware Engineer,10/17,02/20,Software Engineer,11/15,09/18
2378,State Providence College,3.89,Bachelors,San Francisco,F,N/A,0,N/A,2,Machine Learning Engineer,08/20,01/21,Research Scientist,07/17,06/20,Research Scientist,09/16,09/17
2379,Providence School,1.01,PhD,Miami,F,N/A,0,0.0,0,Machine Learning Engineer,10/20,08/23,Data Analyst,10/17,11/19,Quantitative Analyst,10/15,12/17
2380,Boston University,3.82,Bachelors,Las Vegas,M,1.0,1,N/A,2,Machine Learning Engineer,05/19,03/22,Quantitative Analyst,03/17,11/19,Data Analyst,09/14,09/17
2381,UCLA,1.89,PhD,Philadelphia,F,0.0,0,0.0,0,Software Engineer,03/20,07/22,Hardware Engineer,09/17,09/19,Software Tester,10/16,02/17
2382,Boston University,2.43,Masters,Boston,N/A,0.0,0,0.0,2,Machine Learning Engineer,03/20,04/22,Software Engineer,10/17,04/19,Quantitative Analyst,09/16,02/19
2383,Northeastern University,2.22,PhD,Los Angeles,M,0.0,0,1.0,2,Software Tester,10/20,11/22,Data Analyst,06/17,01/19,Software Tester,09/16,06/17
2384,Providence School,1.03,PhD,Los Angeles,F,1.0,0,1.0,1,Data Scientist,11/19,07/22,Data Analyst,03/17,03/20,Research Scientist,08/15,08/17
2385,Providence State University,1.18,Masters,San Francisco,N/A,N/A,0,1.0,0,Software Tester,12/19,07/22,Quantitative Analyst,04/18,03/19,Quantitative Analyst,05/14,01/19
2386,Northeastern University,3.31,Masters,Chicago,M,1.0,0,1.0,4,Software Engineer,05/20,12/22,Software Engineer,04/18,12/19,Data Scientist,07/15,03/19
2387,Brown University,1.57,Bachelors,Los Angeles,N/A,0.0,0,1.0,2,Data Analyst,12/18,08/22,Hardware Engineer,01/17,07/20,Hardware Engineer,09/16,09/18
2388,Providence School,3.59,Masters,San Francisco,N/A,1.0,0,N/A,4,Software Engineer,03/20,04/23,Quantitative Analyst,01/17,10/21,Data Scientist,01/15,11/18
2389,Brown University,2.16,Masters,Las Vegas,F,1.0,0,N/A,2,Data Analyst,02/20,02/22,Data Scientist,01/18,06/20,Machine Learning Engineer,03/14,09/18
2390,Boston University,2.58,PhD,Chicago,F,N/A,1,0.0,3,Machine Learning Engineer,05/20,10/22,Data Analyst,04/17,07/21,Research Scientist,10/15,07/19
2391,Providence State University,3.73,Masters,Miami,N/A,1.0,0,0.0,3,Quantitative Analyst,02/19,07/22,Hardware Engineer,04/17,02/19,Data Analyst,03/16,08/19
2392,Providence College,3.83,Masters,Washington,M,N/A,0,N/A,1,Data Scientist,07/20,01/21,Machine Learning Engineer,10/17,09/21,Software Engineer,12/14,06/17
2393,UC Berkeley,3.83,PhD,Miami,M,N/A,0,1.0,4,Quantitative Analyst,10/19,08/22,Data Scientist,04/17,07/21,Data Analyst,08/14,06/19
2394,UCSB,3.53,Bachelors,San Francisco,N/A,N/A,0,0.0,3,Software Tester,07/20,10/22,Quantitative Analyst,03/18,11/21,Hardware Engineer,12/13,10/19
2395,Providence State University,3.66,Masters,San Francisco,F,1.0,0,0.0,3,Software Engineer,07/20,09/22,Machine Learning Engineer,10/18,03/20,Data Scientist,06/15,04/19
2396,Providence University,2.69,PhD,Washington,F,0.0,0,N/A,3,Hardware Engineer,05/20,01/21,Research Scientist,01/18,09/20,Data Analyst,11/15,01/18
2397,State Providence College,3.44,Masters,Philadelphia,N/A,0.0,0,1.0,3,Data Scientist,05/20,08/22,Data Scientist,04/17,04/20,Data Scientist,08/16,04/18
2398,MIT,3.18,Masters,Miami,M,1.0,0,0.0,0,Data Analyst,01/20,06/22,Machine Learning Engineer,07/18,09/21,Research Scientist,12/15,03/18
2399,UCSB,3.89,PhD,Boston,F,1.0,0,N/A,1,Software Tester,04/20,10/22,Hardware Engineer,04/18,07/19,Research Scientist,09/16,02/18
